vaccination_id,animal_id,vaccine,disease_covered,date_given,next_due_date,batch_number,administered_by,status,schedule
VC0921,DS225,HS,Haemorrhagic Septicaemia,2025-09-22,2026-09-22,HS-2536,Dr. M. Sawant,Scheduled,Every 12 months
VC0922,DS225,BQ,Black Quarter,2025-11-08,2026-11-08,BQ-2518,Dr. M. Sawant,Completed,Every 12 months
VC0923,DS225,LSD,Lumpy Skin Disease,,,,,Due,
VC0924,DS226,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0925,DS226,HS,Haemorrhagic Septicaemia,2026-03-14,2027-03-14,HS-2515,Dr. R. Deshpande,Completed,Every 12 months
VC0926,DS226,BQ,Black Quarter,2026-07-22,2027-07-22,BQ-2604,Dr. V. Thorat,Completed,Every 12 months
VC0927,DS226,LSD,Lumpy Skin Disease,,,,,Due,
VC0928,DS227,FMD,Foot-and-Mouth Disease,2026-05-29,2026-11-27,FMD-2559,Dr. V. Thorat,Completed,Every 6 months
VC0929,DS227,HS,Haemorrhagic Septicaemia,2025-11-09,2026-11-09,HS-2571,Dr. M. Sawant,Completed,Every 12 months
VC0930,DS227,BQ,Black Quarter,2026-06-02,2027-06-02,BQ-2555,Dr. P. Naik,Completed,Every 12 months
VC0931,DS227,LSD,Lumpy Skin Disease,,,,,Due,
VC0932,DS228,FMD,Foot-and-Mouth Disease,2026-07-16,2027-01-14,FMD-2577,Dr. P. Naik,Completed,Every 6 months
VC0933,DS228,HS,Haemorrhagic Septicaemia,2026-02-23,2027-02-23,HS-2526,Dr. R. Deshpande,Completed,Every 12 months
VC0934,DS228,BQ,Black Quarter,2026-08-12,2027-08-12,BQ-2543,Dr. M. Sawant,Completed,Every 12 months
VC0935,DS228,LSD,Lumpy Skin Disease,2026-01-18,2027-01-18,LSD-2501,Dr. S. Joshi,Completed,Every 12 months
VC0936,DS229,FMD,Foot-and-Mouth Disease,2026-09-07,2027-03-08,FMD-2590,Dr. A. Kulkarni,Completed,Every 6 months
VC0937,DS229,HS,Haemorrhagic Septicaemia,2026-05-07,2027-05-07,HS-2560,Dr. A. Kulkarni,Completed,Every 12 months
VC0938,DS229,BQ,Black Quarter,2026-07-15,2027-07-15,BQ-2580,Dr. R. Deshpande,Completed,Every 12 months
VC0939,DS229,LSD,Lumpy Skin Disease,2026-02-14,2027-02-14,LSD-2569,Dr. V. Thorat,Completed,Every 12 months
VC0940,DS230,FMD,Foot-and-Mouth Disease,2026-04-06,2026-10-05,FMD-2512,Dr. A. Kulkarni,Scheduled,Every 6 months
VC0941,DS230,HS,Haemorrhagic Septicaemia,2026-06-29,2027-06-29,HS-2534,Dr. S. Joshi,Completed,Every 12 months
VC0942,DS230,BQ,Black Quarter,,,,,Due,
VC0943,DS230,LSD,Lumpy Skin Disease,2025-10-16,2026-10-16,LSD-2523,Dr. S. Joshi,Scheduled,Every 12 months
VC0944,DS231,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0945,DS231,HS,Haemorrhagic Septicaemia,2025-10-31,2026-10-31,HS-2506,Dr. V. Thorat,Completed,Every 12 months
VC0946,DS231,BQ,Black Quarter,2025-12-02,2026-12-02,BQ-2584,Dr. R. Deshpande,Completed,Every 12 months
VC0947,DS231,LSD,Lumpy Skin Disease,2026-04-13,2027-04-13,LSD-2556,Dr. M. Sawant,Completed,Every 12 months
VC0948,DS232,FMD,Foot-and-Mouth Disease,2026-08-08,2027-02-06,FMD-2566,Dr. P. Naik,Completed,Every 6 months
VC0949,DS232,HS,Haemorrhagic Septicaemia,2026-05-19,2027-05-19,HS-2563,Dr. P. Naik,Completed,Every 12 months
VC0950,DS232,BQ,Black Quarter,2026-01-04,2027-01-04,BQ-2569,Dr. R. Deshpande,Completed,Every 12 months
VC0951,DS232,LSD,Lumpy Skin Disease,2025-12-25,2026-12-25,LSD-2508,Dr. V. Thorat,Completed,Every 12 months
VC0952,DS233,FMD,Foot-and-Mouth Disease,,,,,Due,
VC0953,DS233,HS,Haemorrhagic Septicaemia,2026-07-02,2027-07-02,HS-2510,Dr. M. Sawant,Completed,Every 12 months
VC0954,DS233,BQ,Black Quarter,2026-02-20,2027-02-20,BQ-2514,Dr. R. Deshpande,Completed,Every 12 months
VC0955,DS233,LSD,Lumpy Skin Disease,2026-04-22,2027-04-22,LSD-2520,Dr. V. Thorat,Completed,Every 12 months
VC0956,DS234,FMD,Foot-and-Mouth Disease,2026-04-21,2026-10-20,FMD-2557,Dr. A. Kulkarni,Scheduled,Every 6 months
VC0957,DS234,HS,Haemorrhagic Septicaemia,2025-10-22,2026-10-22,HS-2596,Dr. P. Naik,Completed,Every 12 months
VC0958,DS234,BQ,Black Quarter,2026-05-26,2027-05-26,BQ-2528,Dr. M. Sawant,Completed,Every 12 months
VC0959,DS234,LSD,Lumpy Skin Disease,,,,,Due,
VC0960,DS235,FMD,Foot-and-Mouth Disease,2026-06-21,2026-12-20,FMD-2556,Dr. P. Naik,Completed,Every 6 months
VC0961,DS235,HS,Haemorrhagic Septicaemia,2026-05-17,2027-05-17,HS-2510,Dr. R. Deshpande,Completed,Every 12 months
VC0962,DS235,BQ,Black Quarter,2026-08-15,2027-08-15,BQ-2599,Dr. M. Sawant,Completed,Every 12 months
VC0963,DS235,LSD,Lumpy Skin Disease,2026-07-28,2027-07-28,LSD-2591,Dr. V. Thorat,Completed,Every 12 months
VC0964,DS236,FMD,Foot-and-Mouth Disease,2026-08-26,2027-02-24,FMD-2573,Dr. V. Thorat,Completed,Every 6 months
VC0965,DS236,HS,Haemorrhagic Septicaemia,2025-10-04,2026-10-04,HS-2578,Dr. P. Naik,Scheduled,Every 12 months
VC0966,DS236,BQ,Black Quarter,2026-03-08,2027-03-08,BQ-2612,Dr. P. Naik,Completed,Every 12 months
VC0967,DS236,LSD,Lumpy Skin Disease,2025-10-20,2026-10-20,LSD-2555,Dr. P. Naik,Scheduled,Every 12 months
VC0968,DS237,FMD,Foot-and-Mouth Disease,2026-07-20,2027-01-18,FMD-2587,Dr. A. Kulkarni,Completed,Every 6 months
VC0969,DS237,HS,Haemorrhagic Septicaemia,2026-04-12,2027-04-12,HS-2594,Dr. A. Kulkarni,Completed,Every 12 months
VC0970,DS237,BQ,Black Quarter,2025-10-07,2026-10-07,BQ-2563,Dr. A. Kulkarni,Scheduled,Every 12 months
VC0971,DS237,Brucellosis,Brucellosis,2025-12-06,,Brucellosis-2523,Dr. V. Thorat,Completed,One-time (calfhood)
VC0972,DS237,LSD,Lumpy Skin Disease,2026-06-06,2027-06-06,LSD-2596,Dr. R. Deshpande,Completed,Every 12 months
VC0973,DS238,FMD,Foot-and-Mouth Disease,2026-07-11,2027-01-09,FMD-2572,Dr. V. Thorat,Completed,Every 6 months
VC0974,DS238,HS,Haemorrhagic Septicaemia,2026-08-22,2027-08-22,HS-2527,Dr. S. Joshi,Completed,Every 12 months
VC0975,DS238,BQ,Black Quarter,2026-07-01,2027-07-01,BQ-2522,Dr. P. Naik,Completed,Every 12 months
VC0976,DS238,LSD,Lumpy Skin Disease,2025-11-10,2026-11-10,LSD-2572,Dr. S. Joshi,Completed,Every 12 months
VC0977,DS239,FMD,Foot-and-Mouth Disease,2026-05-17,2026-11-15,FMD-2524,Dr. A. Kulkarni,Completed,Every 6 months
VC0978,DS239,HS,Haemorrhagic Septicaemia,2026-01-05,2027-01-05,HS-2589,Dr. V. Thorat,Completed,Every 12 months
VC0979,DS239,BQ,Black Quarter,,,,,Due,
VC0980,DS239,Brucellosis,Brucellosis,,,,,Due,
VC0981,DS239,LSD,Lumpy Skin Disease,2025-11-15,2026-11-15,LSD-2521,Dr. M. Sawant,Completed,Every 12 months
VC0982,DS240,FMD,Foot-and-Mouth Disease,2026-08-16,2027-02-14,FMD-2577,Dr. S. Joshi,Completed,Every 6 months
VC0983,DS240,HS,Haemorrhagic Septicaemia,2026-06-12,2027-06-12,HS-2607,Dr. S. Joshi,Completed,Every 12 months
VC0984,DS240,BQ,Black Quarter,2026-03-20,2027-03-20,BQ-2606,Dr. V. Thorat,Completed,Every 12 months
VC0985,DS240,Brucellosis,Brucellosis,,,,,Due,
VC0986,DS240,LSD,Lumpy Skin Disease,,,,,Due,
